自动序号,时间段(分钟),短句话术,冷场补救,长段话术,政策口径,场景,主题/异议,是否推荐,创建时间,更新时间,标题,关键词,直播间商品序号,父记录,提问类型,提问,回答,家装建材
353,,,,,,,,,2026/03/02,2026/03/02,,,,,价格与活动,还能优惠吗？,有满减/加购礼/套装价等，咨询主播享专属福利。,风扇灯
354,,,,,,,,,2026/03/02,2026/03/02,,,,,价格与活动,现在拍有赠品吗？,部分款赠安装辅材/延保等，详见直播间公告。,风扇灯
355,,,,,,,,,2026/03/02,2026/03/02,,,,,价格与活动,有满减吗？,有，叠券更省，结算页可见。,风扇灯
356,,,,,,,,,2026/03/02,2026/03/02,,,,,价格与活动,什么时候结束？,限时活动，库存与倒计时为准，错过恢复日常价。,风扇灯
357,,,,,,,,,2026/03/02,2026/03/02,,,,,价格与活动,会不会再便宜？,活动价已到底，错过不保价。,风扇灯
358,,,,,,,,,2026/03/02,2026/03/02,,,,,价格与活动,有分期吗？,支持平台花呗/信用卡分期（以平台为准）。,风扇灯
359,,,,,,,,,2026/03/02,2026/03/02,,,,,价格与活动,包邮吗？,大部分地区包邮，偏远区域按平台规则补差。,风扇灯
360,,,,,,,,,2026/03/02,2026/03/02,,,,,价格与活动,偏远地区发吗？,可发，运费/时效以平台为准。,风扇灯
361,,,,,,,,,2026/03/02,2026/03/02,,,,,价格与活动,今天是最低价吗？,今天直播间给到周期低价，建议现在入手。,风扇灯
362,,,,,,,,,2026/03/02,2026/03/02,,,,,物流问题,几天发货？,现货48小时内发，定制/缺货顺延并通知。,风扇灯
363,,,,,,,,,2026/03/02,2026/03/02,,,,,物流问题,从哪里发？,就近仓优先发出，缩短时效。,风扇灯
364,,,,,,,,,2026/03/02,2026/03/02,,,,,物流问题,顺丰吗？,默认优选快递，急件可补差升级（以地区为准）。,风扇灯
365,,,,,,,,,2026/03/02,2026/03/02,,,,,物流问题,会不会压坏？,加厚防震包装，内支架固定，破损包赔。,风扇灯
366,,,,,,,,,2026/03/02,2026/03/02,,,,,物流问题,包装结实吗？,外箱+内衬+防护角，抗压抗震更稳妥。,风扇灯
367,,,,,,,,,2026/03/02,2026/03/02,,,,,物流问题,破损怎么处理？,签收48小时内拍照反馈，补发/退换妥善处理。,风扇灯
368,,,,,,,,,2026/03/02,2026/03/02,,,,,物流问题,新疆/西藏能发吗？,可发，时效与运费按平台规则。,风扇灯
369,,,,,,,,,2026/03/02,2026/03/02,,,,,退换售后,不喜欢能退吗？,支持7天无理由（未安装不影响二次销售）。,风扇灯
370,,,,,,,,,2026/03/02,2026/03/02,,,,,退换售后,安装了还能退吗？,安装视为使用，非质量问题不支持无理由，质量问题按保修处理。,风扇灯
371,,,,,,,,,2026/03/02,2026/03/02,,,,,退换售后,坏了谁承担运费？,质量问题来回运费由商家承担，非质量由买家承担。,风扇灯
372,,,,,,,,,2026/03/02,2026/03/02,,,,,退换售后,退货要自己拆吗？,可联系售后指导，必要时安排师傅上门（以地区为准）。,风扇灯
373,,,,,,,,,2026/03/02,2026/03/02,,,,,退换售后,有上门维修吗？,支持预约上门/寄修，按城市覆盖执行。,风扇灯
374,,,,,,,,,2026/03/02,2026/03/02,,,,,退换售后,保修范围是什么？,电机/驱动/灯珠等非人为损坏按保修执行。,风扇灯
375,,,,,,,,,2026/03/02,2026/03/02,,,,,退换售后,人为损坏保吗？,不在保修范围，可付费维修/配件更换。,风扇灯
376,,,,,,,,,2026/03/02,2026/03/02,,,,,退换售后,售后找谁？,直接联系本店客服/平台售后入口，响应快速。,风扇灯
377,,,,,,,,,2026/03/02,2026/03/02,,,,,特殊场景问题,可以装在斜顶吗？,可，配斜顶底座（支持一定角度范围）更稳固。,风扇灯
378,,,,,,,,,2026/03/02,2026/03/02,,,,,特殊场景问题,可以装阳台吗？,可，建议干燥通风区使用。,风扇灯
379,,,,,,,,,2026/03/02,2026/03/02,,,,,特殊场景问题,可以装餐厅吗？,可，配合餐桌送风更舒适。,风扇灯
380,,,,,,,,,2026/03/02,2026/03/02,,,,,特殊场景问题,可以装卫生间吗？,不建议湿区，防水等级不足，易受潮。,风扇灯
381,,,,,,,,,2026/03/02,2026/03/02,,,,,特殊场景问题,防水吗？,室内干区使用为主，非户外防水规格。,风扇灯
382,,,,,,,,,2026/03/02,2026/03/02,,,,,特殊场景问题,商用可以吗？,可用于民宿/门店/书吧等，节能耐用。,风扇灯
383,,,,,,,,,2026/03/02,2026/03/02,,,,,特殊场景问题,适合民宿吗？,适合，高颜值低能耗，体验更好。,风扇灯
384,,,,,,,,,2026/03/02,2026/03/02,,,,,特殊场景问题,适合复式吗？,复式可选吊杆款，风感覆盖更广。,风扇灯
385,,,,,,,,,2026/03/02,2026/03/02,,,,,极端挑刺类,会不会生锈？,多重防腐涂层+密封轴承，日常环境不易锈蚀。,风扇灯
386,,,,,,,,,2026/03/02,2026/03/02,,,,,极端挑刺类,会不会掉漆？,耐刮涂层，正常清洁不易掉漆。,风扇灯
387,,,,,,,,,2026/03/02,2026/03/02,,,,,极端挑刺类,会不会晃？,动平衡+防松结构，规范安装稳定不晃。,风扇灯
388,,,,,,,,,2026/03/02,2026/03/02,,,,,极端挑刺类,会不会积灰？,隐形叶收拢更不易积灰，日常一擦即净。,风扇灯
389,,,,,,,,,2026/03/02,2026/03/02,,,,,极端挑刺类,怎么清洁？,断电后软布/除尘掸轻拂，灯罩可拆洗（按说明）。,风扇灯
390,,,,,,,,,2026/03/02,2026/03/02,,,,,极端挑刺类,会不会影响邻居？,低噪静音，不扰民。,风扇灯
391,,,,,,,,,2026/03/02,2026/03/02,,,,,极端挑刺类,电费贵吗？,直流电机约6-35W，全天低档运行电费仅几毛钱。,风扇灯
392,,,,,,,,,2026/03/02,2026/03/02,,,,,极端挑刺类,真的静音吗？,核心在直流无刷+流体叶形，夜间几乎无感。,风扇灯
393,,,,,,,,,2026/03/02,2026/03/02,,,,,极端挑刺类,你敢保证不坏吗？,任何电器都有故障概率，我们用更高配置+长质保把风险降到最低。,风扇灯
394,,,,,,,,,2026/03/02,2026/03/02,,,,,极端挑刺类,直播间能买吗？靠谱吗？,平台质检+正品保障+售后无忧，放心购。,风扇灯
395,,,,,,,,,2026/03/02,2026/03/02,,,,,成交犹豫型问题,真的值得买吗？,一灯多用/四季可用/省电静音，长期性价比更高。,风扇灯
396,,,,,,,,,2026/03/02,2026/03/02,,,,,成交犹豫型问题,现在买划算吗？,直播期让利+赠品/满减叠加，性价比窗口期。,风扇灯
397,,,,,,,,,2026/03/02,2026/03/02,,,,,成交犹豫型问题,等618会更便宜吗？,大促不确定，当前价已很到位，错过不保价。,风扇灯
398,,,,,,,,,2026/03/02,2026/03/02,,,,,成交犹豫型问题,会不会后悔？,颜值/风感/照明三合一，装过的都说提升明显。,风扇灯
399,,,,,,,,,2026/03/02,2026/03/02,,,,,成交犹豫型问题,你家销量多少？,持续热销，具体以商品页实时数据为准。,风扇灯
400,,,,,,,,,2026/03/02,2026/03/02,,,,,成交犹豫型问题,有没有买家秀？,有，详情页与评论区可查看真实买家秀。,风扇灯
401,,,,,,,,,2026/03/02,2026/03/02,,,,,成交犹豫型问题,差评多不多？,整体好评率高，个别问题我们都会积极处理。,风扇灯
402,,,,,,,,,2026/03/02,2026/03/02,,,,,突发直播常见弹幕,链接在哪？,商品卡已置顶/橱窗可见，点进选择对应规格即可。,风扇灯
403,,,,,,,,,2026/03/02,2026/03/02,,,,,突发直播常见弹幕,1号和2号区别？,尺寸/颜色/是否智能版不同，风量与功能各有差异。,风扇灯
404,,,,,,,,,2026/03/02,2026/03/02,,,,,突发直播常见弹幕,有没有更大的？,有52寸/更大规格，适合大客厅/挑高空间。,风扇灯
405,,,,,,,,,2026/03/02,2026/03/02,,,,,突发直播常见弹幕,有没有更便宜的？,有基础版可选，核心功能齐全更实惠。,风扇灯
406,,,,,,,,,2026/03/02,2026/03/02,,,,,突发直播常见弹幕,没听清再说一遍,稍后复述重点参数，并展示商品页要点给你看。,风扇灯
407,,,,,,,,,2026/03/02,2026/03/02,,,,,突发直播常见弹幕,有库存吗？,活动备货充足，具体以页面库存为准。,风扇灯
408,,,,,,,,,2026/03/02,2026/03/02,,,,,突发直播常见弹幕,没抢到 还有吗？,及时补货，关注商品卡或私信客服登记。,风扇灯
409,,,,,,,,,2026/03/02,2026/03/02,,,,,基础知识,色温怎么选？,按空间定：2700-3000K（暖白）更温馨放松，适合卧室/餐厅；3500-4000K（中性）百搭耐看，适合客厅/走廊；5000-6500K（冷白）清爽提神，适合厨房/书房。建议同一空间色温统一，避免“冷暖打架”，在需要变换氛围的场景用可调色温更灵活。,
410,,,,,,,,,2026/03/02,2026/03/02,,,,,基础知识,显色指数（CRI）选多少合适？,优先选择Ra≥90，食物更诱人、肤色更自然，家居材质更真实。若对色彩要求更高，可关注R9（红色）等单项指标，Ra≥95/R9高的光更“通透”，尤其餐桌/镜前灯更有价值。,
411,,,,,,,,,2026/03/02,2026/03/02,,,,,基础知识,买灯看瓦数还是看流明？,看流明更准。瓦数是耗电，流明才是亮度。同样功率不同光效差异可达30%+；家用光效90-120 lm/W算不错。估算时先定照度目标（lx）×面积（㎡）≈所需总流明，再结合层高与损耗加20-30%余量。,
412,,,,,,,,,2026/03/02,2026/03/02,,,,,基础知识,为什么要重视防眩？,防眩能减少刺眼与疲劳，提高舒适度。看参数与结构：深杯/蜂窝/防眩圈/侧发光/UGR优化等都有效；目光扫过不见灯珠或光源“温柔不刺”，长时间更舒服，尤其客厅观影区、卧室和儿童房要优先。,
413,,,,,,,,,2026/03/02,2026/03/02,,,,,基础知识,如何避免频闪伤眼？,选择标注“无频闪/低频闪”的驱动电源；手机相机慢动作对着灯看是否有黑色条纹判断。阅读/学习位、镜前灯、书房与儿童房尽量用无频闪；驱动异常须及时更换。,
414,,,,,,,,,2026/03/02,2026/03/02,,,,,灯具类型,吸顶灯怎么选？,优点是通用不挑层高，现代户型首选。看三点：1）护眼扩散罩+好驱动，光更均匀；2）显指Ra≥90；3）别一味追求极限超薄，容易眩光。中性光3500-4000K更耐看，卧室可偏暖白。,
415,,,,,,,,,2026/03/02,2026/03/02,,,,,灯具类型,吊灯安装有什么要点？,餐桌/吧台/玄关适配度高。餐桌灯底离桌面约65-75cm，显脸小饭更香；色温建议2700-3000K，显指90+拍照更好看。高度可调与配重结构更易适配不同桌型与人群身高。,
416,,,,,,,,,2026/03/02,2026/03/02,,,,,灯具类型,筒灯与射灯如何分工？,筒灯做“打底霜”均匀铺光，射灯做“化妆师”打重点（画作、绿植、摆件）。光束角15°/24°/36°：窄角突出主体、广角柔和过渡；可调角度更灵活，做墙洗光很出片。,
417,,,,,,,,,2026/03/02,2026/03/02,,,,,灯具类型,轨道灯/磁吸系统值不值得？,“后悔药”型方案：轨道位置固定但灯头可移动/替换，布局可微调。低压磁吸系统更安全、扩展性强，线性灯/筒灯/射灯/吊线灯随插随换；适合无主灯与喜好折腾的用户。,
418,,,,,,,,,2026/03/02,2026/03/02,,,,,灯具类型,灯带怎么用才高级？,灯带是氛围光，不是主照明。做踢脚线、吊顶槽、电视背光、柜内层板，选高密灯珠+铝型材+扩散罩，避免点点珠影；餐厅/卧室偏暖白更松弛，客厅周界用中性光提层次。,
419,,,,,,,,,2026/03/02,2026/03/02,,,,,灯具类型,台灯/落地灯如何搭配？,台灯选护眼款并配3000-4000K，阅读更舒适；落地灯放沙发旁，做阅读角或观影辅光。有无极调光/调色更好，能随情绪与时间段精细调节。,
420,,,,,,,,,2026/03/02,2026/03/02,,,,,灯具类型,壁灯如何点睛？,过道/床头/玄关补光神器。选上下出光或背光款，墙面层次立马起来；卧室床头建议低眩光、显指高，开到微亮也不刺眼，适合睡前阅读。,
421,,,,,,,,,2026/03/02,2026/03/02,,,,,空间搭配,客厅如何搭层次？,方案：主照明（吸顶或无主灯）+ 筒/射叠加 + 落地灯 + 背景灯带；色温3500-4000K、显指90+。电视墙建议做背光，观影更舒适；沙发一侧放落地灯，兼顾阅读与氛围。,
422,,,,,,,,,2026/03/02,2026/03/02,,,,,空间搭配,餐厅怎么让人和菜都好看？,主灯+吊灯为重点，吊灯离桌65-75cm、色温2700-3000K、显指90+优先。若桌面较长可用长条线性灯或多头排列，光均匀、人面更细腻，拍照更稳定。,
423,,,,,,,,,2026/03/02,2026/03/02,,,,,空间搭配,卧室如何更松弛？,主灯柔和为先，搭配床头壁灯/台灯、床底感应与衣柜灯带。色温2700-3000K，睡前可调更暖；避免床正上方直射；有起夜需求的做低位感应灯更贴心。,
424,,,,,,,,,2026/03/02,2026/03/02,,,,,空间搭配,厨房怎样避免影子挡刀口？,顶灯+橱柜下灯带照到操作台面，色温4000-5000K、显指90+、无频闪。仅装顶灯常被身体投影遮挡，务必加台面直下补光，切菜更安全。,
425,,,,,,,,,2026/03/02,2026/03/02,,,,,空间搭配,卫生间如何分区照明？,顶灯+镜前灯（显指90+）+ 夜灯。色温3500-4000K更真实；干湿分区的灯具要看IP防水等级：淋浴区优先IP65，其他区域至少IP44，驱动与连接处做好防潮。,
426,,,,,,,,,2026/03/02,2026/03/02,,,,,空间搭配,玄关/走廊怎么提氛围？,使用感应灯与壁洗光，进门即亮更体贴；玄关柜底做一条暖白灯带，回家第一眼就温柔。走廊间隔布灯，墙面挂画配射灯，空间立刻“有故事”。,
427,,,,,,,,,2026/03/02,2026/03/02,,,,,空间搭配,书房光线如何布？,均匀面光为主，配一盏高显指台灯做阅读窄区；色温约4000K不困不燥。背景弱光能减轻屏幕反射与对比度疲劳，长时间办公更舒适。,
428,,,,,,,,,2026/03/02,2026/03/02,,,,,空间搭配,儿童房有哪些要点？,低眩光主灯+学习台灯+夜灯。白天4000K提升专注，睡前3000K助眠；尽量低蓝光、无频闪，灯珠不裸露，保证眩光控制与安全。,
429,,,,,,,,,2026/03/02,2026/03/02,,,,,计算与照度,20㎡客厅需要多少流明？,基础照度目标150-200lx，按180lx×20㎡≈3600lm；考虑遮挡/反射等损耗，再加20-30%余量，主照明建议4500-5000lm，然后用射灯/灯带做层次与重点。,
430,,,,,,,,,2026/03/02,2026/03/02,,,,,计算与照度,12㎡卧室需要多少流明？,目标100-150lx，按120lx×12㎡≈1440lm，建议选1800-2200lm的主灯，床头台灯/壁灯补充“睡前阅读区”，整体更柔和。,
